,Symbol,name_a,price,changesPercentage,change_a,yearHigh,yearLow,priceAvg50,priceAvg200
690,MIJFX,Matthews Japan Fund Institutional Class,20.84,0.58,0.12,23.52,15.71,19.53647,20.425882
691,MFCCX,Meridian Contrarian Fund Class C,29.59,-2.02,-0.61,36.11,20.18,26.771765,30.423897
692,INPIX,ProFunds Internet UltraSector Fund Investor Class,107.78,0.0,0.0,107.8,60.74,95.63,90.478386
693,TAAAX,Thrivent Aggressive Allocation Fund Class A,14.08,-0.14,-0.02,16.12,10.62,13.229706,14.419853
694,BARUX,Baron Asset Fund Class R6,92.21,0.68,0.62,97.23,64.07,84.90147,86.576324
695,BIECX,Brandes International Equity Fund Class C,12.67,-0.08,-0.01,17.09,10.22,11.901765,14.446177
696,TYGGX,Touchstone International Growth Opportunities Fund Class Y,21.19,0.62,0.129999,23.64,16.16,19.955883,21.155148
697,HFSAX,Hundredfold Select Alternative Fund Investor Class,24.59,0.08,0.02,24.57,22.14,23.878235,23.059118
698,QFVOX,Pear Tree Polaris Foreign Value Fund Class Ordinary,17.17,1.06,0.18,22.21,12.61,15.743824,18.833235
699,FDFAX,Fidelity Select Consumer Staples Portfolio,80.12,0.25,0.199994,90.02,65.03,77.57441,83.003235
700,NRIIX,Nuveen Real Asset Income Fund Class I,20.13,0.5,0.100001,25.37,15.83,19.362352,22.375
701,TRPIX,T. Rowe Price Value Fund I Class,32.35,-0.4,-0.13,39.16,24.03,30.579412,34.23088
702,DHLYX,Diamond Hill Large Cap Fund Class Y,25.05,-0.91,-0.229999,29.95,18.18,23.471766,26.353603
703,FLCCX,Fidelity Advisor Large Cap Fund Class C,23.43,-1.14,-0.27,29.95,17.47,22.038824,25.12772
704,JCICX,JPMorgan Intrepid Growth Fund Class C,53.87,-0.33,-0.18,59.29,39.39,51.00941,52.54831
705,FLRAX,Nuveen Large Cap Select Fund Class A,30.25,-0.23,-0.07,34.67,22.63,28.565882,30.494411
706,TPLGX,T. Rowe Price Institutional Large Cap Core Growth Fund,51.28,0.06,0.03,53.56,37.11,48.19706,47.65897
707,MPGIX,Meritage Growth Equity Fund Institutional Shares,17.2,-0.12,-0.020001,18.73,13.07,16.132353,16.462793
708,POMIX,T. Rowe Price Total Equity Market Index Fund,33.29,-0.36,-0.12,37.32,24.24,31.265,33.144928
709,HLQVX,JPMorgan Large Cap Value Fund Class I,12.4,-1.9,-0.239999,15.46,8.78,11.387059,13.23603
710,CSGCX,Calvert Balanced Fund Class C,32.92,0.15,0.05,35.18,26.8,31.723824,32.668236
711,NFFCX,Nuveen Symphony Floating Rate Income Fund Class C,17.23,0.17,0.030001,19.26,14.8,16.934118,18.051104
712,DOPIX,BNY Mellon Opportunistic Small Cap Fund Class I,23.66,-1.91,-0.459999,28.91,15.96,21.229118,24.470295
713,PRGIX,T. Rowe Price Growth and Income Fund,28.13,0.32,0.090001,31.84,21.11,26.735588,28.447353
714,TCMPX,AMG TimesSquare International Small Cap Fund Class N,14.01,0.43,0.06,16.44,10.1,12.578236,14.327132
715,PNAIX,T. Rowe Price New America Growth Fund I Class,57.83,-0.03,-0.020002,60.05,41.74,54.195,54.18978
716,NMAEX,Nuveen Equity Market Neutral Fund Class A,21.49,-0.92,-0.2,23.68,20.92,21.731766,22.18706
717,TAMVX,T. Rowe Price Mid-Cap Value Fund Advisor Class,24.02,-0.99,-0.24,28.55,17.13,22.299118,24.903824
718,ILLLX,Transamerica Capital Growth Fund Class C,26.23,0.38,0.1,27.13,15.51,23.612942,21.513163
719,WBSIX,William Blair Small Cap Growth Fund Class I,29.18,-1.65,-0.49,32.76,19.93,26.298235,28.76272
720,CBALX,Columbia Balanced Fund Institutional Class,42.93,-0.02,-0.01,45.25,34.81,41.18441,42.152794
721,MCNVX,MainStay MacKay Convertible Fund Class I,18.56,0.05,0.01,19.42,14.42,17.385294,17.735294
722,QISCX,Federated MDT Small Cap Core Fund Institutional Class,16.53,-2.25,-0.38,20.42,11.41,15.022647,17.470146
723,TIQIX,Touchstone Global ESG Equity Fund - Class Y,20.05,0.3,0.06,23.03,15.46,18.964413,20.663677
724,HJPSX,Hennessy Japan Small Cap Fund Investor Class,14.7,0.55,0.08,16.08,10.58,13.27,14.252647
725,HRCAX,Harbor Capital Appreciation Fund Administrative Class,80.41,0.21,0.169995,83.81,57.58,74.99147,74.429634
726,GMODX,GMO Opportunistic Income Fund Class VI,25.36,0.04,0.01,26.92,23.87,25.045588,25.665514
727,EAFGX,Eaton Vance Focused Growth Opportunities Fund Class A,23.77,-0.17,-0.040001,24.91,17.08,22.117647,22.263235
728,FDVAX,Fidelity Advisor Diversified International Fund Class A,22.61,1.39,0.309999,24.98,16.98,21.144707,22.543308
729,MTXVX,MainStay Income Builder Fund Class R3,18.15,0.17,0.030001,20.34,15.07,17.580294,18.724707
730,NBGNX,Neuberger Berman Genesis Fund Investor Class,56.69,-1.06,-0.61,61.73,39.97,51.159412,54.99397
731,TRSSX,T. Rowe Price Institutional Small-Cap Stock Fund,23.13,-1.36,-0.319999,26.97,16.42,21.12647,23.46456
732,PRDGX,T. Rowe Price Dividend Growth Fund,49.64,0.3,0.150002,55.67,37.2,46.982647,49.88228
733,CTCAX,Columbia Global Technology Growth Fund Class A,41.79,-0.26,-0.11,44.07,30.63,39.199707,38.835148
734,GWETX,AMG GW&K Small Cap Core Fund Class N,23.15,-1.74,-0.41,27.11,15.79,20.885588,23.521029
735,VWENX,Vanguard Wellington Fund Admiral Shares,70.93,0.0,0.0,77.12,57.08,68.47176,71.740364
736,PJIAX,PGIM Jennison Focused Value Fund- Class A,13.44,0.0,0.0,16.69,10.18,12.696765,14.324926
737,FEYCX,Fidelity Advisor Asset Manager 85% Fund Class C,18.39,0.05,0.01,20.55,14.01,17.326176,18.48581
738,NEFJX,Natixis Funds Trust I Vaughan Nelson Small Cap Value Fund Class A,12.68,-2.24,-0.29,15.89,9.38,11.589412,13.57647
739,DMIDX,BNY Mellon MidCap Index Fund Class I,28.03,-1.44,-0.41,36.08,19.22,25.36353,29.483162
740,RISAX,Manning & Napier Rainier International Discovery Series Class S,21.45,0.47,0.1,22.54,15.06,19.724707,20.392574
741,AULDX,American Century Ultra Fund R6 Class,58.88,0.07,0.04,60.76,41.37,54.653236,53.94706
742,PSGCX,Virtus KAR Small-Cap Growth Fund Class C,37.16,-0.32,-0.12,38.32,25.85,33.130295,34.077427
743,HRMVX,Harbor Mid Cap Value Fund Administrative Class,15.74,-2.3,-0.37,22.0,11.0,14.245588,18.073235
744,FCAZX,Franklin Corefolio Allocation Fund Advisor Class,18.8,0.27,0.05,20.96,14.1,17.662941,18.872574
745,FEATX,Fidelity Advisor Emerging Asia Fund Class M,39.55,-0.35,-0.14,41.63,31.41,38.187355,38.3875
746,MCDFX,Matthews China Dividend Fund Investor Class,15.23,-0.46,-0.069999,16.97,13.09,15.215882,15.461544
747,TIBIX,Thornburg Investment Income Builder Fund Class I,18.55,0.11,0.020001,23.16,14.9,17.633236,20.331911
748,ENPSX,ProFunds UltraSector Oil & Gas Fund Service Class,11.43,-4.19,-0.5,26.35,5.64,10.338823,16.76147
749,NSGAX,Columbia Select Large Cap Equity Fund Class A,14.72,-0.14,-0.020001,16.32,10.87,14.005,14.491692
750,ITTAX,Hartford Multi-Asset Income and Growth Fund Class A,19.12,-0.36,-0.07,23.51,16.75,18.66794,20.21353
751,BPTIX,Baron Partners Fund Institutional Shares,74.26,-1.64,-1.24,92.68,45.17,67.73441,69.82154
752,ABSIX,AB Discovery Value Fund Class I,15.03,-2.34,-0.359999,20.29,10.52,13.64,16.803602
753,CYPIX,ProFunds Consumer Services UltraSector Fund Investor Class,45.62,-1.38,-0.64,142.49,29.88,41.98941,47.716175
754,SVUBX,PGIM QMA Mid-Cap Value Fund- Class B,10.86,-2.51,-0.279999,15.98,7.47,9.832647,12.842868
755,PGUCX,Virtus Duff & Phelps Global Infrastructure Fund Class C,14.17,1.36,0.1899995,16.93,10.35,13.293235,14.822059
756,BDSKX,BlackRock Advantage Small Cap Core Fund Class K,13.15,-2.52,-0.34,15.89,9.01,11.896765,13.620955
757,FGTRX,Franklin Growth Allocation Fund Class R,16.98,0.24,0.040001,19.77,13.56,16.174706,17.331839
758,BWLAX,American Beacon Bridgeway Large Cap Value Fund A Class,21.6,-1.1,-0.24,27.83,15.74,20.221766,23.678236
759,JVTCX,Janus Henderson Venture Fund Class C,67.65,-0.89,-0.61,75.9,47.46,61.298824,66.87772
760,LSWWX,Loomis Sayles Global Allocation Fund Class Y,24.08,0.5,0.12,25.42,18.89,22.87,23.670662
761,JANVX,Janus Henderson Venture Fund Class D,76.82,-0.9,-0.7,85.4,53.79,69.567055,75.67228
762,FSPSX,Fidelity International Index Fund,37.21,1.28,0.470002,43.51,28.87,34.71941,38.85147
763,FEYAX,Fidelity Advisor Asset Manager 85% Fund Class A,18.73,0.05,0.01,21.01,14.24,17.632353,18.816544
764,WEIMX,TETON Westwood Mighty Mites Class Institutional,21.53,-2.14,-0.47,27.64,16.37,19.684706,23.549559
765,FCPVX,Fidelity Small Cap Value Fund,12.02,-2.28,-0.28,15.66,8.75,11.041177,13.296029
766,IMIDX,Congress Mid Cap Growth Fund Institutional Class,21.88,0.09,0.020001,23.53,15.26,19.97294,21.064264
767,FADCX,Fidelity Advisor Diversified International Fund Class C,21.68,1.4,0.299999,24.03,16.31,20.288235,21.637205
768,JENIX,Jensen Quality Growth Fund Class I,49.34,0.26,0.13,55.02,36.83,47.33441,49.452427
769,LGRRX,Loomis Sayles Growth Fund Class A,17.87,0.56,0.1,18.37,13.52,16.831764,16.767206
770,JENHX,Johnson Enhanced Return Fund,16.1,0.12,0.02,18.75,11.43,15.122647,16.257868
771,FREAX,Nuveen Real Estate Securities Fund Class A,16.93,0.83,0.14,22.87,12.77,16.147352,18.849045
772,DFDMX,DF Dent Midcap Growth Fund Investor Shares,28.84,1.02,0.29,30.07,19.95,26.239117,26.647427
773,KMKNX,Kinetics Market Opportunities Fund No Load Class,25.03,0.97,0.24,28.03,19.24,23.561766,24.918898
774,FKKSX,Federated Kaufmann Small Cap Fund Class R Shares,45.22,-0.53,-0.240003,47.73,31.03,41.69206,41.92125
775,PJOQX,PGIM Jennison Focused Value Fund- Class R6,14.15,0.0,0.0,17.51,10.71,13.363235,15.060661
776,GIOTX,GMO International Developed Equity Allocation Fund Class III,13.66,0.89,0.12,16.55,10.55,12.886765,14.484853
777,FIRFX,Fidelity Advisor Managed Retirement 2025 Fund Class I,52.11,-0.04,-0.02,55.3,45.03,50.42794,52.24441
778,FPRAX,FPA Paramount Fund,19.7,0.92,0.18,23.35,14.53,18.244411,19.972427
779,HSSCX,Emerald Banking and Finance Fund Class C,20.48,-2.34,-0.49,29.92,15.3,18.286764,24.558088
780,PESPX,BNY Mellon MidCap Index Fund Investor Shares,28.13,-1.44,-0.409999,36.13,19.3,25.454412,29.581545
781,CBDRX,Columbia Balanced Fund Advisor Class,43.37,0.0,0.0,45.7,35.16,41.60412,42.579266
782,TARKX,Tarkio Fund,16.87,-2.03,-0.350001,20.97,12.88,15.492941,17.856544
783,TAAIX,Thrivent Aggressive Allocation Fund Class S,14.23,-0.14,-0.02,16.3,10.73,13.367647,14.57125
784,CGIIX,Calamos Growth & Income Fund Institutional Class,31.98,-0.25,-0.08,34.37,24.53,30.17853,31.394339
785,BLGRX,BMO Large-Cap Growth Fund Class R6,18.86,0.05,0.01,19.97,13.73,17.66353,18.073456
786,TWCIX,American Century Select Fund Investor Class,83.91,0.24,0.19999,87.54,60.46,78.539116,78.83059
787,PRDMX,T. Rowe Price Diversified Mid Cap Growth Fund,36.26,0.28,0.1,38.85,24.9,33.109413,34.53581
788,MVALX,Meridian Contrarian Fund Legacy Class,31.04,-1.99,-0.63,37.91,21.13,28.061176,31.857132
789,CCIZX,Columbia Seligman Communications and Information Fund Institutional Class,86.54,-1.92,-1.69,95.7,60.54,81.149414,84.89052
790,DHLTX,Diamond Hill All Cap Select Fund Class I,13.18,-2.51,-0.34,16.67,9.29,11.835,14.168676
791,FDSVX,Fidelity Growth Discovery Fund,42.13,-0.02,-0.01,43.91,30.26,39.314117,38.935883
792,ASCTX,AMG Managers Silvercrest Small Cap Fund Class N,12.84,-2.95,-0.3900005,16.57,9.53,11.711471,14.0475
793,GMOKX,GMO Risk Premium Fund Class VI,23.72,0.0,0.0,28.42,19.97,22.802647,25.448162
794,SSCVX,Columbia Select Small Cap Value Fund Class A,13.92,-2.45,-0.35,17.81,9.34,12.338235,14.830515
795,NFRFX,Nuveen Symphony Floating Rate Income Fund Class R6,17.31,0.23,0.040001,19.36,14.87,17.009117,18.134117
796,AWEIX,CIBC Atlas Disciplined Equity Fund Institutional Class,21.86,0.09,0.02,24.09,16.16,20.68706,21.540514
797,NCOIX,Nuveen Symphony High Yield Income Fund Class I,17.93,0.34,0.06,20.34,15.54,17.403824,18.929485
798,BTMFX,Boston Trust Midcap Fund,17.35,0.12,0.02,20.03,12.56,16.23147,17.892206
799,DROYX,Diamond Hill Research Opportunities Fund Class Y,20.4,-0.87,-0.18,24.9,15.17,19.045588,21.54397
800,FSHOX,Fidelity Select Construction & Housing Portfolio,56.0,-1.58,-0.9,67.28,37.9,49.391766,57.361763
801,MGFIX,AMG Managers Loomis Sayles Bond Fund Class N,26.31,-0.04,-0.01,27.74,24.44,25.949118,26.69125
802,SMDRX,Hartford Schroders US MidCap Opportunities Fund Class SDR,14.32,-0.21,-0.029999,16.96,10.05,13.247059,14.762868
803,BSPIX,iShares S&P 500 Index Fund Institutional Shares,359.87,-0.19,-0.69,402.02,266.35,340.10675,357.90604
804,SFLWX,AIG Focused Alpha Large-Cap Fund Class W,27.46,1.55,0.420001,30.17,19.99,25.470295,26.456102
805,SCGVX,Sands Capital Global Growth Fund Investor Shares,28.68,0.7,0.2,28.55,20.29,26.355883,26.109632
806,DODFX,Dodge & Cox International Stock Fund,34.3,0.68,0.23,45.04,26.29,31.67147,37.844852
807,QTSRX,AQR TM Small Cap Momentum Style Fund Class R6,17.85,-1.98,-0.360001,20.72,12.35,16.306177,17.934706
808,FIGFX,Fidelity International Growth Fund,14.92,1.22,0.18,16.49,11.4,14.080588,14.896618
809,FSBCX,Federated Global Allocation Fund Class C Shares,18.35,0.22,0.04,19.79,14.69,17.441471,18.340662
810,KMKYX,Kinetics Market Opportunities Fund Class Institutional,25.42,0.95,0.24,28.46,19.55,23.93,25.314192
811,TCLCX,TIAA-CREF Large-Cap Value Fund Retail Class,14.83,-0.94,-0.14,17.83,10.96,13.971765,15.7059555
812,SEEKX,Crossmark Steward Large Cap Enhanced Index Fund Class A,41.21,-0.63,-0.259997,48.19,29.9,38.51706,42.33816
813,ABINX,American Century Balanced Fund I Class,19.0,-0.11,-0.02,19.82,15.65,18.32147,18.720074
814,UBVRX,Undiscovered Managers Behavioral Value Fund Class R2,42.38,-3.33,-1.46,62.41,30.14,38.07088,49.902943
815,PARDX,T. Rowe Price Retirement 2040 Fund Advisor Class,24.93,-0.04,-0.01,28.23,18.99,23.500883,25.285955
816,LMIYX,Lord Abbett Micro Cap Growth Fund Class I,15.93,-2.27,-0.370001,17.89,9.74,14.11147,14.64375
817,LEVIX,Lazard US Equity Concentrated Portfolio Institutional Shares,15.56,0.52,0.0799995,17.76,11.38,14.667059,15.729412
818,PTIMX,Performance Trust Municipal Bond Fund - Institutional Class,25.12,0.08,0.02,26.19,22.83,24.694706,25.040073
819,HFMIX,The Hartford MidCap Fund Class I,29.44,-0.74,-0.22,33.27,20.63,27.22,29.403677
820,LSVAX,Loomis Sayles Small Capital Value Fund Admin Class,20.2,-2.27,-0.47,28.21,14.6,18.387058,22.598087
821,RMBIX,RMB Mendon Financial Long/Short Fund Class I,6.43,-2.28,-0.15,16.29,5.42,5.947353,11.811765
822,MSGGX,Meridian Small Cap Growth Fund Legacy Class,14.51,-1.89,-0.28,16.92,9.71,12.857353,14.319118
823,USSCX,USAA Science & Technology Fund,25.41,-0.78,-0.2,29.56,16.76,23.317059,23.978823
824,CHTTX,AMG Managers Fairpointe Mid Cap Fund Class N,28.21,-2.46,-0.709998,37.82,21.1,25.995588,30.630367
825,LMVYX,Lord Abbett Focused Small Cap Value Fund Class I,18.21,-3.14,-0.59,28.23,12.05,15.593235,20.52331
826,ICSCX,ICM Small Company Portfolio,22.3,-3.17,-0.729999,30.32,16.33,20.181177,24.883455
827,FIOTX,Fidelity Advisor Managed Retirement 2005 Fund Class M,58.72,0.09,0.049998,58.9,57.55,58.72,58.72
828,MSCFX,Mairs & Power Small Cap Fund,22.44,-1.84,-0.42,27.42,15.99,20.209705,23.341764
829,FIMPX,Nuveen Small Cap Growth Opportunities Fund Class I,28.63,-1.55,-0.45,29.67,18.76,25.755589,26.29544
830,WILNX,William Blair International Leaders Fund Class N Shares,16.88,1.14,0.190001,18.64,12.68,15.725,16.772867
831,FMPOX,Fidelity Advisor Mid Cap Value Fund Class I,18.48,-1.28,-0.24,23.09,13.05,17.029118,19.925808
832,JDEAX,JPMorgan U.S. Research Enhanced Equity Fund Class A,25.89,-0.27,-0.07,28.83,18.82,24.408823,25.520367
833,RRTRX,T. Rowe Price Retirement 2045 Fund Class R,16.8,0.0,0.0,19.07,12.67,15.801176,17.059706
834,DGLRX,BNY Mellon Global Stock Fund - Class I,22.09,1.01,0.22,24.3,16.9,20.914412,21.953089
835,SEMVX,Hartford Schroders Emerging Markets Equity Fund Class A,14.08,-0.78,-0.11,17.23,11.66,13.660882,15.085662
836,DHTYX,Diamond Hill All Cap Select Fund Class Y,13.23,-2.51,-0.34,16.72,9.32,11.876177,14.213383
837,POLIX,Polen Growth Fund Institutional Class,36.82,0.63,0.23,38.19,26.62,34.282352,34.080513
838,GTSCX,Glenmede Small Cap Equity Portfolio Institutional Class,22.42,-2.56,-0.59,28.22,14.92,19.74794,23.48206
839,KLCIX,Federated Kaufmann Large Cap Fund Institutional Shares,29.54,0.51,0.149999,31.8,20.98,27.451765,27.943676
840,FFGRX,Emerald Growth Fund Investor Class,25.43,-1.78,-0.46,28.13,16.46,22.849411,24.267279
841,EGFIX,Edgewood Growth Fund Class Institutional,42.21,0.81,0.34,42.14,29.03,38.946175,37.845074
842,BUFTX,Buffalo Discovery Fund,24.3,0.04,0.010001,27.83,17.24,22.606766,23.838089
843,JAREX,James Alpha Global Real Estate Investments Portfolio Class A Shares,14.55,-0.34,-0.05,19.17,11.39,13.912353,16.448824
844,FSMVX,Fidelity Mid Cap Value Fund,18.65,-1.27,-0.24,23.31,13.17,17.185293,20.109632
845,PRHSX,T. Rowe Price Health Sciences Fund,85.15,0.77,0.65,85.02,60.38,80.99559,79.3811
846,PRIUX,T. Rowe Price International Stock Fund I Class,16.62,0.79,0.129998,19.11,12.8,15.644706,17.045147
847,MIPTX,Matthews Pacific Tiger Fund Institutional Class,24.48,-0.08,-0.02,29.54,20.41,24.16147,26.358456
848,FARPX,Fidelity Advisor Simplicity RMD 2005 Fund Class A,58.34,0.09,0.05,58.49,57.14,58.34,58.34
849,ABLOX,Alger Balanced Portfolio Class I-2,15.14,-0.13,-0.020001,16.21,12.48,14.637647,15.175294
850,JPDEX,JPMorgan Tax Aware Equity Fund Class I,36.65,-0.14,-0.05,40.06,26.54,34.52853,35.809338
851,TPVIX,Timothy Plan Small Cap Value Fund Class I,13.89,-2.53,-0.36,18.37,10.28,12.719118,15.462426
852,DODBX,Dodge & Cox Balanced Fund,89.57,-1.05,-0.95,106.31,71.31,85.11794,94.11963
853,PFPMX,Parnassus Mid Cap Fund Institutional Shares,32.11,0.6,0.19,37.18,23.3,29.872942,32.80331
854,SGOVX,First Eagle Overseas Fund Class A,21.86,0.41,0.09,25.22,18.08,21.07147,22.473383
855,VBIAX,Vanguard Balanced Index Fund Admiral Shares,38.49,-0.23,-0.09,40.79,31.5,36.976177,37.904045
856,VRISX,Virtus KAR International Small-Cap Fund Class R6,16.99,0.77,0.13,19.4,12.08,15.402941,17.072868
857,FMFTX,Fidelity Advisor Materials Fund Class M,61.17,0.82,0.5,69.08,42.34,56.78353,61.167793
858,FRNCX,Fidelity Advisor Simplicity RMD Income Fund Class C,58.17,0.07,0.040003,58.32,57.06,58.17,58.17
859,GSOFX,GMO Special Opportunities Fund Class VI,24.4,-0.49,-0.12,24.65,9.01,19.89206,17.82147
860,FWWFX,Fidelity Worldwide Fund,28.15,0.61,0.17,30.04,20.57,26.231176,27.001617
861,RYCCX,Rydex NASDAQ-100 2x Strategy Fund Class C,157.35,-0.51,-0.80001,185.18,89.58,142.21794,144.81537
862,RRTDX,T. Rowe Price Retirement 2040 Fund Class R,24.73,-0.04,-0.01,27.98,18.85,23.317942,25.092058
863,SENCX,Touchstone Large Cap Focused Fund Class A,41.3,-0.41,-0.169997,46.69,30.9,39.03794,41.21022
864,MSGRX,Meridian Small Cap Growth Fund Institutional Class,14.59,-1.88,-0.28,16.99,9.75,12.920294,14.381838
865,FCPCX,Fidelity Advisor International Capital Appreciation Fund Class C,18.44,1.54,0.28,20.6,14.23,17.47353,18.534706
866,ALZFX,Alger Focus Equity Fund Class Z,44.21,0.11,0.05,44.9,31.71,41.27765,40.122868
867,HLFNX,Hennessy Large Cap Financial Fund Investor Class,21.77,-1.09,-0.24,26.2,15.5,19.888235,22.261324
868,VITPX,Vanguard Institutional Total Stock Market Index Fund Institutional Plus Shares,63.76,-0.38,-0.24,72.2,46.94,59.86147,63.879414
869,ABASX,AB Discovery Value Fund Class A,15.15,-2.38,-0.3699995,20.43,10.61,13.755589,16.947647
870,FCIVX,Frontier MFG Core Infrastructure Fund Service Class,16.54,1.53,0.25,19.49,12.81,15.827353,17.185295
871,FRESX,Fidelity Real Estate Investment Portfolio,37.86,0.66,0.25,48.11,28.41,35.81912,41.275955
872,EGORX,Wells Fargo Large Cap Core Fund - Class R6,15.27,-0.46,-0.07,20.08,11.04,14.326177,15.8544855
873,FIDZX,Fidelity Advisor International Capital Appreciation Fund Class Z,22.57,1.53,0.34,25.13,17.37,21.368824,22.628456
874,FHKIX,Fidelity Advisor China Region Fund I Class,38.65,-0.9,-0.35,41.56,31.52,38.18,37.93603
875,FTQGX,Fidelity Focused Stock Fund,26.95,0.48,0.129998,28.51,19.58,25.171177,25.343529
876,PSIFX,PGIM QMA Stock Index Fund- Class Z,42.45,-0.19,-0.080003,52.04,31.24,40.121765,43.39875
877,PVIVX,Paradigm Micro-Cap Fund,27.83,-2.76,-0.79,32.5,17.69,24.919117,27.495
878,RMBKX,RMB Mendon Financial Services Fund Class A,27.07,-3.84,-1.08,41.92,20.44,24.440294,33.54544
879,HLMIX,Harding Loevner International Equity Portfolio Institutional Class,21.31,1.0,0.21,24.34,16.92,20.10147,21.835514
880,JIJSX,JPMorgan SmartRetirement Blend Income Fund Class I,17.41,0.06,0.01,18.41,15.29,16.907942,17.47978
881,IHOTX,The Hartford International Opportunities Fund Class R5,14.9,0.34,0.050001,17.58,11.8,14.129412,15.636471
882,BGLUX,Baron Global Advantage Fund R6 Shares,34.95,0.32,0.11,35.01,23.73,31.419117,29.74772
883,JIBBX,JPMorgan SmartRetirement Blend Income Fund Class R5,17.41,0.06,0.01,18.41,15.29,16.903234,17.477795
884,FAGNX,Fidelity Advisor Energy Fund Class M,17.83,-2.52,-0.459999,29.51,10.74,16.42794,21.70169
885,EGOHX,Wells Fargo Large Cap Core Fund - Class R,15.19,-0.46,-0.069999,19.93,10.99,14.253235,15.777427
886,GILIX,Guggenheim StylePlus - Large Core Fund Institutional,20.24,-0.2,-0.04,22.72,14.63,19.033236,20.248236
887,NWGPX,Nationwide WCM Focused Small Cap Fund Class A,19.56,-2.35,-0.469999,25.71,13.76,17.496765,21.555147
888,HLMGX,Harding Loevner Global Equity Portfolio Advisor Class,37.64,0.51,0.19,39.28,27.51,34.79647,35.730442
889,NWXQX,Nationwide Mid Cap Market Index Fund Institutional Service Class,13.51,-1.46,-0.2,16.27,9.56,12.228235,13.99
890,FISMX,Fidelity International Small Cap Fund,23.05,0.79,0.180001,28.16,17.85,21.61,24.66956
891,FMDCX,Federated Mid-Cap Index Fund Service Shares,17.11,-1.38,-0.24,21.53,11.77,15.485588,17.80456
892,JVAYX,JPMorgan Value Advantage Fund Class R6,29.85,-1.26,-0.38,37.87,22.13,27.98,32.812057
893,UBVLX,Undiscovered Managers Behavioral Value Fund Class L,44.06,-3.33,-1.52,64.93,31.3,39.56647,51.84125
894,AKRSX,Akre Focus Fund Supra Institutional Class,48.81,0.97,0.47,50.33,34.81,45.12294,45.49794
895,TRRCX,T. Rowe Price Retirement 2030 Fund,24.4,-0.04,-0.01,27.17,19.07,23.151764,24.628677
896,PRIDX,T. Rowe Price International Discovery Fund,67.2,0.45,0.300006,70.76,47.24,61.184116,63.595
897,RMBNX,RMB Mendon Financial Services Fund Class C,24.2,-3.85,-0.97,37.6,18.3,21.862059,30.065882
898,RRTAX,T. Rowe Price Retirement 2010 Fund Class R,17.3,0.0,0.0,18.5,14.64,16.69706,17.331985
899,GINNX,Guinness Atkinson Global Innovators Fund Institutional Class,45.75,-0.04,-0.02,48.8,33.42,43.090294,44.128162
900,RYLDX,Rydex Dow 2x Strategy Fund Class A,77.19,-1.11,-0.870005,116.2,42.81,68.93588,90.09169
901,FATEX,Fidelity Advisor Technology Fund Class M,60.24,-0.2,-0.12,62.6,43.17,56.04559,54.91772
902,TRRNX,T. Rowe Price Retirement 2055 Fund,14.71,0.0,0.0,16.65,11.09,13.829118,14.919338
903,PPIPX,T. Rowe Price Spectrum Conservative Allocation Fund I Class,19.3,-0.05,-0.01,20.43,16.49,18.614706,19.286985
904,APHKX,Artisan International Value Fund Institutional Class,30.33,0.83,0.25,37.46,23.2,28.212353,32.603237
905,FAMWX,FAM Value Fund Institutional Class,71.96,-0.48,-0.35,86.94,52.89,67.34559,75.408165
906,PAROX,T. Rowe Price Retirement 2055 Fund Advisor Class,14.59,-0.07,-0.01,16.51,11.01,13.721471,14.804485
907,FAIOX,Fidelity Advisor Balanced Fund I Class,22.49,-0.31,-0.07,23.94,17.63,21.369118,21.952574
908,TRRKX,T. Rowe Price Retirement 2045 Fund,17.15,0.0,0.0,19.5,12.93,16.124706,17.40397
909,HQISX,The Hartford Equity Income Fund Class R4,17.33,0.12,0.02,20.51,13.09,16.428823,18.157352
910,FWIFX,Fidelity Advisor Worldwide Fund I Class,27.98,0.65,0.18,29.85,20.44,26.067352,26.835367
911,CLFFX,Clifford Capital Partners Fund Investor Class,12.94,-1.97,-0.26,15.68,9.23,11.857647,13.467868
912,VAIPX,Vanguard Inflation-Protected Securities Fund Admiral Shares,27.13,0.3,0.08,27.22,24.77,27.025883,26.40897
913,HGOSX,The Hartford Growth Opportunities Fund Class R4,47.2,0.21,0.099998,47.29,31.54,43.14382,42.151176
914,CUBAX,Calvert Flexible Bond Fund Class A,14.18,0.28,0.04,15.24,13.06,13.937058,14.640074
915,VWINX,Vanguard Wellesley Income Fund Investor Shares,27.02,0.15,0.04,28.03,22.96,26.312647,26.798456
916,GIOIX,Guggenheim Macro Opportunities Fund Institutional Class,24.89,0.24,0.06,26.05,23.58,24.383236,25.198088
917,TQAAX,T. Rowe Price QM U.S. Small-Cap Growth Equity Fund Advisor Class,37.08,-1.09,-0.41,41.26,25.74,33.738235,36.45
918,FFTHX,Fidelity Freedom 2035 Fund,13.46,-0.07,-0.01,15.61,10.97,12.996765,14.065661
919,HJPNX,Hennessy Japan Fund Investor Class,38.17,1.92,0.720003,38.64,28.01,34.496178,35.689926
920,DHMAX,Diamond Hill Small Mid Cap Fund Class A,17.43,-2.13,-0.38,23.11,12.32,15.85,19.275074
921,VUVLX,Vanguard U.S. Value Fund Investor Shares,14.98,-0.99,-0.149999,19.12,10.99,14.107647,16.466324
